stream_code,career_outcome_code,relationship_type,version,source_document
HUM-STR-DH-CONVAIANDHUMA,CAR-HUM-DH-CONVAIANDHUMA-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-DH-DIGIHUMA,CAR-HUM-DH-DIGIHUMA-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-DH-DIGISTOR,CAR-HUM-DH-DIGISTOR-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-DH-HUMACENTUXCOMM,CAR-HUM-DH-HUMACENTUXCOMM-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-DH-MEDITHOUANDSOCI,CAR-HUM-DH-MEDITHOUANDSOCI-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-DH-PUBL,CAR-HUM-DH-PUBL-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-DH-WRITANDNARRSYST,CAR-HUM-DH-WRITANDNARRSYST-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-DH-WRITANDNARRSYST,CAR-HUM-DH-WRITANDNARRSYST-02,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-IKS-ANCIANDINDISTUD,CAR-HUM-IKS-ANCIANDINDISTUD-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-IKS-CULTSTUD,CAR-HUM-IKS-CULTSTUD-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-IKS-INDIKNOWSYST,CAR-HUM-IKS-INDIKNOWSYST-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-IKS-INDIKNOWSYST,CAR-HUM-IKS-INDIKNOWSYST-02,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-IKS-INDIHERISTUD,CAR-HUM-IKS-INDIHERISTUD-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-IKS-TEMPANDSACRHERI,CAR-HUM-IKS-TEMPANDSACRHERI-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
